"ID","Player","Team","Position","RkOv","Status","Age","Opponent","FPts","FP/G","Ros","+/-"
"*06ekv*","Stiven Flores","CHW","C","3625","FA","20","@MIN Wed 1:40PM","0","0","0%","0%"
"*06giw*","Zach Franklin","CHW","RP","3708","FA","27","@MIN Wed 1:40PM","0","0","0%","0%"
"*06pik*","Carter Frederick","KC","OF","3716","FA","23","@CIN Wed 7:10PM","0","0","0%","0%"
"*060es*","Devin Futrell","BOS","SP","3767","FA","23","BAL Wed 6:45PM","0","0","0%","0%"
"*06k86*","Manuel Genao","MIA","SP,RP","3916","FA","20","@WSH Wed 1:05PM","0","0","0%","0%"
"*03qpg*","Ian Gibaut","(N/A)","RP","3940","FA","32","","0","0","0%","0%"
"*05yns*","Tyson Guerrero","KC","SP","4224","FA","27","@CIN Wed 7:10PM","0","0","0%","0%"
"*06f1g*","Jay Harry","TOR","SS,OF","4382","FA","23","@ATL Wed 7:15PM","0","0","0%","0%"
"*06fzl*","Ryan Hawks","SEA","SP","4409","FA","25","NYM Wed 3:40PM","0","0","0%","0%"
"*06j3g*","Cesar Hernandez","HOU","OF","4498","FA","23","PIT Wed 8:10PM","0","0","0%","0%"
"*06qza*","Roybert Herrera","NYM","1B","4577","FA","18","@SEA Wed 3:40PM","0","0","0%","0%"
"*04ees*","Steven Jennings","(N/A)","RP","4879","FA","27","","0","0","0%","0%"
"*06rqp*","Aiden Jimenez","KC","RP","4889","FA","22","@CIN Wed 7:10PM","0","0","0%","0%"
"*05yae*","Evan Justice","COL","SP","5010","FA","27","@LAA Wed 9:38PM","0","0","0%","0%"
"*06fpi*","Brian Kalmer","(N/A)","1B","5016","FA","25","","0","0","0%","0%"
"*06qv7*","Cameron Leary","ATH","OF","5335","FA","24","@CHC Wed 8:05PM","0","0","0%","0%"
"*06l4z*","Nestor Lorant","CIN","SP","5533","FA","24","KC Wed 7:10PM","0","0","0%","0%"
"*072p4*","Adrian Lunar","KC","C","5584","FA","17","@CIN Wed 7:10PM","0","0","0%","0%"
"*06h00*","Rorik Maltrud","CLE","SP","5674","FA","26","@NYY Wed 7:05PM","0","0","0%","0%"
"*06mf0*","Jaset Martinez","CIN","1B","5807","FA","19","KC Wed 7:10PM","0","0","0%","0%"
"*04ei5*","Nick Maton","(N/A)","1B","5879","FA","29","","0","0","0%","0%"
"*06cqb*","Carson McCusker","(N/A)","OF","5943","FA","28","","0","0","0%","0%"
"*06qyw*","Garrett McDaniels","LAD","RP","5948","FA","26","@ARI Wed 9:40PM","0","0","0%","0%"
"*04eez*","Joe Perez","(N/A)","RP","7094","FA","26","","0","0","0%","0%"
"*06ra9*","Josmir Reyes","NYM","C","7561","FA","19","@SEA Wed 3:40PM","0","0","0%","0%"
"*072zh*","Leonardo Reynoso","SEA","SS","7582","FA","17","NYM Wed 3:40PM","0","0","0%","0%"
"*04pn0*","Cole Roederer","(N/A)","OF","7813","FA","26","","0","0","0%","0%"
"*05yin*","Yendry Rojas","(N/A)","SS","7843","FA","21","","0","0","0%","0%"
"*06422*","Enrique Segura","TEX","SP","8252","FA","21","@STL Wed 7:45PM","0","0","0%","0%"
"*01skh*","Will Smith","(N/A)","RP","8471","FA","36","","0","0","0%","0%"
"*041q9*","Alex Speas","(N/A)","SP","8546","FA","28","","0","0","0%","0%"
"*06pgd*","Ryan Stafford","BAL","C","8566","FA","23","@BOS Wed 6:45PM","0","0","0%","0%"
"*03pp2*","Josh Staumont","CIN","RP","8584","FA","32","KC Wed 7:10PM","0","0","0%","0%"
"*05une*","Jordan Viars","(N/A)","1B","9236","FA","22","","0","0","0%","0%"
"*06ber*","Joey Volchko","(N/A)","SP,RP","9293","FA","20","","0","0","0%","0%"
"*06qew*","Bo Walker","ARI","OF","9322","FA","20","LAD Wed 9:40PM","0","0","0%","0%"
"*06hnp*","Bryce Warrecker","NYY","RP","9362","FA","24","CLE Wed 7:05PM","0","0","0%","0%"
"*065np*","Nate Baez","BOS","C,1B","1493","FA","25","BAL Wed 6:45PM","0","0","0%","0%"
"*07304*","Greyson Bell","(N/A)","SP","1662","FA","16","","0","0","0%","0%"
"*03109*","Phil Bickford","(N/A)","RP","1746","FA","30","","0","0","0%","0%"
"*0630m*","Justin Boyd","(N/A)","OF","1892","FA","25","","0","0","0%","0%"
"*06tl5*","Alex Carrillo","NYM","RP","2292","FA","28","@SEA Wed 3:40PM","0","0","0%","0%"
"*061yk*","Marcos Castanon","SD","2B,3B","2323","FA","27","@PHI Wed 6:40PM","0","0","0%","0%"
"*06kvg*","Jose Cerice","KC","1B,3B","2424","FA","21","@CIN Wed 7:10PM","0","0","0%","0%"
"*06hnl*","Justin Chambers","LAD","RP","2455","FA","20","@ARI Wed 9:40PM","0","0","0%","0%"
"*05mrb*","Adisyn Coffey","CHW","RP","2576","FA","27","@MIN Wed 1:40PM","0","0","0%","0%"
"*06awr*","Harrison Cohen","NYY","RP","2582","FA","27","CLE Wed 7:05PM","0","0","0%","0%"
"*06pif*","Aaron Combs","PHI","SP","2623","FA","24","SD Wed 6:40PM","0","0","0%","0%"
"*05uhy*","Yohairo Cuevas","NYM","1B,OF","2825","FA","22","@SEA Wed 3:40PM","0","0","0%","0%"
"*0520t*","J.J. D'Orazio","LAA","C","2858","FA","24","COL Wed 9:38PM","0","0","0%","0%"
"*04225*","Tucker Davidson","PHI","SP","2908","FA","30","SD Wed 6:40PM","0","0","0%","0%"
"*06lwi*","Jose Dickson","DET","SS","3170","FA","19","@TB Wed 1:10PM","0","0","0%","0%"
"*0603k*","Gavin Dugas","WSH","3B","3269","FA","26","MIA Wed 1:05PM","0","0","0%","0%"
"*066kx*","Jalin Flores","STL","3B","3611","FA","22","TEX Wed 7:45PM","0","0","0%","0%"
"*060in*","Noah Franco","(N/A)","1B","3696","FA","20","","0","0","0%","0%"
"*06hn8*","Riley Frey","ATL","SP,RP","3728","FA","24","TOR Wed 7:15PM","0","0","0%","0%"
"*06c4d*","Saul Garcia","NYM","RP","3874","FA","22","@SEA Wed 3:40PM","0","0","0%","0%"
"*05yof*","Keagan Gillies","BAL","RP","3963","FA","28","@BOS Wed 6:45PM","0","0","0%","0%"
"*05yip*","Martin Gonzalez","SEA","3B","4082","FA","21","NYM Wed 3:40PM","0","0","0%","0%"
"*072ey*","Carter Gwost","PIT","OF","4279","FA","19","@HOU Wed 8:10PM","0","0","0%","0%"
"*05154*","Ethan Hearn","CHC","C,1B","4422","FA","25","ATH Wed 8:05PM","0","0","0%","0%"
"*04eon*","Brandon Hughes","(N/A)","RP","4746","FA","30","","0","0","0%","0%"
"*05ao9*","Estiven Machado","(N/A)","SS","5615","FA","23","","0","0","0%","0%"
"*072ic*","Rocco Maniscalco","(N/A)","SS","5680","FA","17","","0","0","0%","0%"
"*06h21*","Logan Martin","SF","SP","5769","FA","24","@MIL Wed 7:40PM","0","0","0%","0%"
"*06qxu*","Juan Martinez","MIL","2B,3B","5813","FA","19","SF Wed 7:40PM","0","0","0%","0%"
"*06zlg*","Will McCausland","CLE","SP,RP","5923","FA","22","@NYY Wed 7:05PM","0","0","0%","0%"
"*05ygs*","Luis Meza","(N/A)","C","6165","FA","21","","0","0","0%","0%"
"*0701p*","Justin Mitrovich","MIN","SP","6250","FA","22","CHW Wed 1:40PM","0","0","0%","0%"
"*06yyl*","Jack Moroknek","WSH","OF","6408","FA","22","MIA Wed 1:05PM","0","0","0%","0%"
"*06kv9*","Eiver Mosquera","MIA","SP","6431","FA","19","@WSH Wed 1:05PM","0","0","0%","0%"
"*05uc5*","Ethan Murray","MIL","2B,3B,SS","6490","FA","26","SF Wed 7:40PM","0","0","0%","0%"
"*04ejl*","Packy Naughton","STL","SP,RP","6529","FA","30","TEX Wed 7:45PM","0","0","0%","0%"
"*03pok*","Tyler Nevin","(N/A)","3B","6564","FA","29","","0","0","0%","0%"
"*05lg2*","Liam Norris","(N/A)","RP","6624","FA","24","","0","0","0%","0%"
"*06ubv*","Alberth Palma","TB","SS","6874","FA","20","DET Wed 1:10PM","0","0","0%","0%"
"*06583*","Nick Peoples","WSH","OF","7034","FA","21","MIA Wed 1:05PM","0","0","0%","0%"
"*050ya*","Robert Perez Jr.","(N/A)","OF","7061","FA","25","","0","0","0%","0%"
"*05r5d*","Rickardo Perez","(N/A)","1B","7114","FA","22","","0","0","0%","0%"
"*04pqg*","Michael Plassmeyer","TOR","SP,RP","7245","FA","29","@ATL Wed 7:15PM","0","0","0%","0%"
"*06yxg*","Jonathan Rangel","MIL","1B","7471","FA","19","SF Wed 7:40PM","0","0","0%","0%"
"*06hws*","Hayden Robinson","MIL","SP","7688","FA","20","SF Wed 7:40PM","0","0","0%","0%"
"*06qe1*","Johan Rodriguez","CLE","SS","7760","FA","18","@NYY Wed 7:05PM","0","0","0%","0%"
"*04eoc*","Tommy Romero","(N/A)","SP","7875","FA","28","","0","0","0%","0%"
"*06ava*","Anibal Salas","DET","OF","8006","FA","20","@TB Wed 1:10PM","0","0","0%","0%"
"*05unx*","Johnfrank Salazar","STL","1B","8017","FA","22","TEX Wed 7:45PM","0","0","0%","0%"
"*06qv1*","R.J. Sales","WSH","SP","8024","FA","22","MIA Wed 1:05PM","0","0","0%","0%"
"*04yl9*","Jayvien Sandridge","BAL","RP","8108","FA","27","@BOS Wed 6:45PM","0","0","0%","0%"
"*05uam*","Cody Schrier","MIA","1B","8214","FA","23","@WSH Wed 1:05PM","0","0","0%","0%"
"*066mh*","Carlos Silva","MIN","C","8373","FA","20","CHW Wed 1:40PM","0","0","0%","0%"
"*05142*","Garrett Stallings","MIL","SP,RP","8569","FA","28","SF Wed 7:40PM","0","0","0%","0%"
"*064n2*","Seth Stephenson","DET","OF","8599","FA","25","@TB Wed 1:10PM","0","0","0%","0%"
"*061z2*","Erick Torres","KC","OF","8951","FA","21","@CIN Wed 7:10PM","0","0","0%","0%"
"*05y4p*","Austin Vernon","TB","RP","9231","FA","27","DET Wed 1:10PM","0","0","0%","0%"
"*0647n*","Jacob Watters","TB","SP","9381","FA","25","DET Wed 1:10PM","0","0","0%","0%"
"*04qp0*","Miguel Yajure","HOU","RP","9610","FA","28","PIT Wed 8:10PM","0","0","0%","0%"
"*03qqd*","Seby Zavala","LAD","C","9686","FA","32","@ARI Wed 9:40PM","0","0","0%","0%"
"*0614d*","Nick Zwack","SF","SP","9719","FA","27","@MIL Wed 7:40PM","0","0","0%","0%"
"*06qtn*","Evan Aschenbeck","CHC","SP","1429","FA","24","ATH Wed 8:05PM","0","0","0%","0%"
"*06z3z*","Damian Bravo","SF","OF","1928","FA","22","@MIL Wed 7:40PM","0","0","0%","0%"
"*06rqg*","Jhorman Bravo","BOS","SS","1929","FA","17","BAL Wed 6:45PM","0","0","0%","0%"
"*06c9z*","Carlos Castillo","PIT","SP","2334","FA","20","@HOU Wed 8:10PM","0","0","0%","0%"
"*06rmy*","Junior Ciprian","ARI","SP","2528","FA","21","LAD Wed 9:40PM","0","0","0%","0%"
"*060ur*","Maick Collado","CLE","1B,3B","2599","FA","23","@NYY Wed 7:05PM","0","0","0%","0%"
"*0622r*","Alexander Cornielle","NYY","SP","2691","FA","24","CLE Wed 7:05PM","0","0","0%","0%"
"*06rws*","Omar Damian","HOU","SP","2875","FA","17","PIT Wed 8:10PM","0","0","0%","0%"
"*072wk*","Richard De Los Santos","COL","SS","3029","FA","17","@LAA Wed 9:38PM","0","0","0%","0%"
"*070ct*","Ryan DeSanto","CLE","SP","3055","FA","22","@NYY Wed 7:05PM","0","0","0%","0%"
"*05ydf*","Noah Denoyer","(N/A)","SP","3103","FA","28","","0","0","0%","0%"
"*066io*","Jake Faherty","MIA","RP","3465","FA","22","@WSH Wed 1:05PM","0","0","0%","0%"
"*06kvh*","Daniel Flames","TEX","2B","3591","FA","19","@STL Wed 7:45PM","0","0","0%","0%"
"*06k88*","Miguel Flores","CLE","SP","3618","FA","21","@NYY Wed 7:05PM","0","0","0%","0%"
"*06fwf*","Rio Foster","LAA","OF","3662","FA","22","COL Wed 9:38PM","0","0","0%","0%"
"*06dsb*","Hunter Furtado","PIT","RP","3765","FA","24","@HOU Wed 8:10PM","0","0","0%","0%"
"*060x2*","Alberto Hernandez","HOU","2B","4486","FA","22","PIT Wed 8:10PM","0","0","0%","0%"
"*04l80*","Miguel Hiraldo","(N/A)","2B","4639","FA","25","","0","0","0%","0%"
"*05was*","Ruben Ibarra","CIN","1B","4787","FA","27","KC Wed 7:10PM","0","0","0%","0%"
"*06hng*","Ryan Ignoffo","MIA","C","4789","FA","25","@WSH Wed 1:05PM","0","0","0%","0%"
"*04prb*","Justin Jarvis","(N/A)","SP","4851","FA","26","","0","0","0%","0%"
"*06htn*","Caleb Ketchup","(N/A)","OF","5085","FA","24","","0","0","0%","0%"
"*06za8*","Matt Klein","COL","C","5139","FA","22","@LAA Wed 9:38PM","0","0","0%","0%"
"*04q1u*","Reiss Knehr","MIL","RP","5150","FA","29","SF Wed 7:40PM","0","0","0%","0%"
"*066mb*","Yerlin Luis","CLE","OF","5575","FA","20","@NYY Wed 7:05PM","0","0","0%","0%"
"*06gic*","Mark Manfredi","MIL","RP","5678","FA","25","SF Wed 7:40PM","0","0","0%","0%"
"*06que*","Ben McLaughlin","ARI","1B","5991","FA","24","LAD Wed 9:40PM","0","0","0%","0%"
"*06u6f*","Miqueas Mercedes","MIL","SP","6134","FA","19","SF Wed 7:40PM","0","0","0%","0%"
"*0436o*","Francisco Morales","(N/A)","RP","6359","FA","26","","0","0","0%","0%"
"*03zxj*","Simon Muzziotti","(N/A)","OF","6500","FA","27","","0","0","0%","0%"
"*066m5*","Maikol Orozco","DET","OF","6756","FA","20","@TB Wed 1:10PM","0","0","0%","0%"
"*06z05*","Braden Osbolt","CIN","SP","6790","FA","21","KC Wed 7:10PM","0","0","0%","0%"
"*0503r*","Milkar Perez","(N/A)","1B","7109","FA","24","","0","0","0%","0%"
"*06zcp*","Trace Phillips","TB","SP","7169","FA","21","DET Wed 1:10PM","0","0","0%","0%"
"*05r16*","Jean Pinto","(N/A)","SP","7220","FA","25","","0","0","0%","0%"
"*06ytt*","Naimer Rosario","ARI","SP","7918","FA","19","LAD Wed 9:40PM","0","0","0%","0%"
"*05uwz*","Corey Rosier","(N/A)","OF","7928","FA","26","","0","0","0%","0%"
"*04uwo*","Victor Santos","STL","RP","8152","FA","25","TEX Wed 7:45PM","0","0","0%","0%"
"*06ahv*","Luke Shliger","DET","C","8339","FA","24","@TB Wed 1:10PM","0","0","0%","0%"
"*06cp6*","Juan Sierra","HOU","OF","8363","FA","20","PIT Wed 8:10PM","0","0","0%","0%"
"*06zrh*","Ryan Sprock","MIN","3B","8562","FA","21","CHW Wed 1:40PM","0","0","0%","0%"
"*06j3i*","Will Turner","BOS","OF","9038","FA","23","BAL Wed 6:45PM","0","0","0%","0%"
"*05r5p*","Brian Van Belle","TB","RP","9127","FA","29","DET Wed 1:10PM","0","0","0%","0%"
"*06rqf*","Kamuel Villar","COL","SS","9255","FA","18","@LAA Wed 9:38PM","0","0","0%","0%"
"*05yfx*","Trenton Wallace","TOR","SP,RP","9335","FA","27","@ATL Wed 7:15PM","0","0","0%","0%"
"*06zbi*","Dylan Watts","TOR","RP","9383","FA","21","@ATL Wed 7:15PM","0","0","0%","0%"
"*06oop*","Braylon Whitaker","BAL","OF","9445","FA","20","@BOS Wed 6:45PM","0","0","0%","0%"
"*0737x*","Mingxuan Zhang","PIT","SP","9698","FA","18","@HOU Wed 8:10PM","0","0","0%","0%"
"*06k8b*","Pascual Archila","TOR","OF","1346","FA","19","@ATL Wed 7:15PM","0","0","0%","0%"
"*06rmd*","Meykel Baro","BAL","SS","1548","FA","17","@BOS Wed 6:45PM","0","0","0%","0%"
"*070c5*","Alex Barr","ATH","SP","1550","FA","19","@CHC Wed 8:05PM","0","0","0%","0%"
"*06kuh*","Israfell Bautista","TB","OF","1621","FA","19","DET Wed 1:10PM","0","0","0%","0%"
"*060y1*","Sam Benschoter","CIN","SP,RP","1700","FA","28","KC Wed 7:10PM","0","0","0%","0%"
"*06rqh*","Heins Brito","CLE","SS","1973","FA","18","@NYY Wed 7:05PM","0","0","0%","0%"
"*066m9*","Manuel Cabrera","WSH","1B","2127","FA","20","MIA Wed 1:05PM","0","0","0%","0%"
"*06img*","Jesus Carrera","HOU","RP","2287","FA","21","PIT Wed 8:10PM","0","0","0%","0%"
"*06pie*","Ryan Cesarini","CLE","OF","2435","FA","23","@NYY Wed 7:05PM","0","0","0%","0%"
"*06gj4*","Drew Compton","ATL","1B","2626","FA","25","TOR Wed 7:15PM","0","0","0%","0%"
"*04yub*","Jordan Diaz","(N/A)","2B","3142","FA","25","","0","0","0%","0%"
"*06o0b*","Randal Diaz","WSH","2B,3B,SS","3152","FA","23","MIA Wed 1:05PM","0","0","0%","0%"
"*06z13*","Luke Dotson","ARI","RP","3225","FA","21","LAD Wed 9:40PM","0","0","0%","0%"
"*06qtx*","Joel Dragoo","PHI","OF","3241","FA","23","SD Wed 6:40PM","0","0","0%","0%"
"*04es1*","Duke Ellis","NYY","OF","3361","FA","28","CLE Wed 7:05PM","0","0","0%","0%"
"*06o0h*","Luis Escudero","NYY","2B","3403","FA","20","CLE Wed 7:05PM","0","0","0%","0%"
"*05xpx*","Thomas Farr","CIN","RP","3489","FA","27","KC Wed 7:10PM","0","0","0%","0%"
"*03dpn*","J.P. Feyereisen","LAD","RP","3555","FA","33","@ARI Wed 9:40PM","0","0","0%","0%"
"*04ysx*","Luis Frias","(N/A)","RP","3733","FA","28","","0","0","0%","0%"
"*06pgs*","Jacob Friend","CIN","C","3741","FA","23","KC Wed 7:10PM","0","0","0%","0%"
"*05xmx*","Esteban Gonzalez","CLE","OF","4058","FA","23","@NYY Wed 7:05PM","0","0","0%","0%"
"*04rhh*","Alvin Guzman","(N/A)","RP","4262","FA","24","","0","0","0%","0%"
"*067yr*","Brady Harris","(N/A)","SS","4369","FA","18","","0","0","0%","0%"
"*041sv*","Payton Henry","NYY","C","4463","FA","28","CLE Wed 7:05PM","0","0","0%","0%"
"*04eeu*","Spencer Howard","(N/A)","SP","4727","FA","29","","0","0","0%","0%"
"*041md*","Dakota Hudson","(N/A)","SP","4738","FA","31","","0","0","0%","0%"
"*063dq*","Jefferson Jean","ATH","SP","4866","FA","21","@CHC Wed 8:05PM","0","0","0%","0%"
"*04ppn*","Connor Kaiser","KC","2B","5015","FA","29","@CIN Wed 7:10PM","0","0","0%","0%"
"*05m6j*","Baek-ho Kang","(N/A)","C","5022","FA","26","","0","0","0%","0%"
"*072mr*","Jaitoine Kelly","ARI","SP","5062","FA","18","LAD Wed 9:40PM","0","0","0%","0%"
"*0513z*","Jack Little","DET","SP","5453","FA","28","@TB Wed 1:10PM","0","0","0%","0%"
"*062yn*","Inmer Lobo","PIT","RP","5465","FA","22","@HOU Wed 8:10PM","0","0","0%","0%"
"*06bj4*","Anyelo Marquez","LAA","2B","5735","FA","20","COL Wed 9:38PM","0","0","0%","0%"
"*06amj*","Noah Mendlinger","STL","2B,OF","6101","FA","25","TEX Wed 7:45PM","0","0","0%","0%"
"*0734f*","Timothy Mogen","SD","SS","6256","FA","17","@PHI Wed 6:40PM","0","0","0%","0%"
"*06hsd*","Bernard Moon","CIN","2B","6331","FA","21","KC Wed 7:10PM","0","0","0%","0%"
"*041q4*","Kyle Muller","(N/A)","SP,RP","6459","FA","28","","0","0","0%","0%"
"*06jfa*","Anderson Navas","PHI","C,1B","6539","FA","19","SD Wed 6:40PM","0","0","0%","0%"
"*064nl*","Kyle Nevin","LAD","1B,3B","6563","FA","24","@ARI Wed 9:40PM","0","0","0%","0%"
"*06hn6*","Charlie Pagliarini","SEA","2B","6859","FA","25","NYM Wed 3:40PM","0","0","0%","0%"
"*05jqm*","Trent Palmer","(N/A)","SP,RP","6881","FA","27","","0","0","0%","0%"
"*06af5*","Jack Payton","SF","C","6967","FA","24","@MIL Wed 7:40PM","0","0","0%","0%"
"*0638i*","Reylin Perez","HOU","2B","7113","FA","21","PIT Wed 8:10PM","0","0","0%","0%"
"*06drr*","Edgar Portes","BAL","RP","7286","FA","23","@BOS Wed 6:45PM","0","0","0%","0%"
"*06kkl*","Jurdrick Profar","CHW","2B","7327","FA","19","@MIN Wed 1:40PM","0","0","0%","0%"
"*04awg*","Julio Rodriguez","(N/A)","C","7767","FA","28","","0","0","0%","0%"
"*063uz*","Alonzo Rubalcaba","(N/A)","C","7944","FA","26","","0","0","0%","0%"
"*06rug*","Juan Rujano","STL","UT","7971","FA","18","TEX Wed 7:45PM","0","0","0%","0%"
"*05rlb*","Eduardo Salazar","MIN","RP","8015","FA","28","CHW Wed 1:40PM","0","0","0%","0%"
"*041q1*","Nick Solak","SD","OF","8490","FA","31","@PHI Wed 6:40PM","0","0","0%","0%"
"*025ew*","Noah Syndergaard","(N/A)","SP","8725","FA","33","","0","0","0%","0%"
"*02yog*","Touki Toussaint","(N/A)","RP","8972","FA","29","","0","0","0%","0%"
"*06fza*","Logan Van Treeck","CIN","SP","9134","FA","25","KC Wed 7:10PM","0","0","0%","0%"
"*06zas*","JC Vanek","KC","1B","9138","FA","21","@CIN Wed 7:10PM","0","0","0%","0%"
"*06c7l*","Nelfy Ynfante","STL","SP,RP","9632","FA","21","TEX Wed 7:45PM","0","0","0%","0%"
"*06mv5*","Franco Zabaleta","ATH","SP","9665","FA","19","@CHC Wed 8:05PM","0","0","0%","0%"
"*06qsv*","Cohen Achen","BAL","SP,RP","1074","FA","24","@BOS Wed 6:45PM","0","0","0%","0%"
"*04ug3*","Eliezer Alfonzo","LAD","C","1187","FA","26","@ARI Wed 9:40PM","0","0","0%","0%"
"*05y44*","Mike Antico","COL","OF","1315","FA","28","@LAA Wed 9:38PM","0","0","0%","0%"
"*06id7*","Frankeli Arias","CHW","SP,RP","1371","FA","23","@MIN Wed 1:40PM","0","0","0%","0%"
"*05ynj*","Keyshawn Askew","(N/A)","RP","1437","FA","26","","0","0","0%","0%"
"*07101*","Anthony Astudillo","TEX","SP","1439","FA","20","@STL Wed 7:45PM","0","0","0%","0%"
"*06z5o*","Abraham Bastidas","SD","2B","1588","FA","19","@PHI Wed 6:40PM","0","0","0%","0%"
"*06zaz*","Alex Breckheimer","STL","RP","1938","FA","22","TEX Wed 7:45PM","0","0","0%","0%"
"*07010*","Daniel Bucciero","ATH","3B","2045","FA","21","@CHC Wed 8:05PM","0","0","0%","0%"
"*02zg5*","Daz Cameron","(N/A)","OF","2180","FA","29","","0","0","0%","0%"
"*0744l*","Carlos Carrion","STL","SS","2296","FA","17","TEX Wed 7:45PM","0","0","0%","0%"
"*06rqr*","Isaias Castillo","NYY","OF","2342","FA","17","CLE Wed 7:05PM","0","0","0%","0%"
"*06uw8*","Winyer Chourio","SD","SP,RP","2513","FA","22","@PHI Wed 6:40PM","0","0","0%","0%"
"*06lwn*","Nathanael Cijntje","PHI","OF","2524","FA","19","SD Wed 6:40PM","0","0","0%","0%"
"*06rrw*","Dayber Cruceta","PHI","OF","2781","FA","18","SD Wed 6:40PM","0","0","0%","0%"
"*05mrj*","Zach Daniels","(N/A)","OF","2883","FA","27","","0","0","0%","0%"
"*041w5*","Jason Delay","BOS","C","3083","FA","31","BAL Wed 6:45PM","0","0","0%","0%"
"*03vuk*","Yusniel Diaz","(N/A)","OF","3163","FA","29","","0","0","0%","0%"
"*06ytz*","Yovanny Duran","MIN","OF","3302","FA","18","CHW Wed 1:40PM","0","0","0%","0%"
"*072dj*","Clay Edmondson","SD","SP","3334","FA","22","@PHI Wed 6:40PM","0","0","0%","0%"
"*066md*","Kevin Ereu","(N/A)","1B","3392","FA","20","","0","0","0%","0%"
"*06iyu*","Juan Espinal","ATL","OF","3412","FA","19","TOR Wed 7:15PM","0","0","0%","0%"
"*066je*","E.J. Exposito","DET","2B,3B","3454","FA","25","@TB Wed 1:10PM","0","0","0%","0%"
"*05ua2*","Trey Faltine","CIN","2B","3472","FA","25","KC Wed 7:10PM","0","0","0%","0%"
"*06z41*","Jordan Gottesman","SF","SP","4116","FA","23","@MIL Wed 7:40PM","0","0","0%","0%"
"*06qo0*","Troy Guthrie","TOR","RP","4244","FA","20","@ATL Wed 7:15PM","0","0","0%","0%"
"*06615*","Grant Hartwig","MIN","SP","4392","FA","28","CHW Wed 1:40PM","0","0","0%","0%"
"*0513i*","GJ Hill","COL","OF","4624","FA","25","@LAA Wed 9:38PM","0","0","0%","0%"
"*070bq*","Luke Jackson","TB","RP","4831","FA","22","DET Wed 1:10PM","0","0","0%","0%"
"*051dm*","Joe La Sorsa","PIT","SP,RP","5222","FA","28","@HOU Wed 8:10PM","0","0","0%","0%"
"*06oom*","Luke Lashutka","MIA","SP,RP","5299","FA","24","@WSH Wed 1:05PM","0","0","0%","0%"
"*06k87*","Erick Matos","ATH","SP","5882","FA","19","@CHC Wed 8:05PM","0","0","0%","0%"
"*06qu2*","Sean Matson","CLE","SP,RP","5884","FA","24","@NYY Wed 7:05PM","0","0","0%","0%"
"*04em5*","Darren McCaughan","CIN","RP","5922","FA","30","KC Wed 7:10PM","0","0","0%","0%"
"*06hw8*","Garrett McMillan","PIT","SP","5998","FA","25","@HOU Wed 8:10PM","0","0","0%","0%"
"*06c34*","Yorfran Medina","(N/A)","1B","6036","FA","21","","0","0","0%","0%"
"*05itd*","Manuel Mercedes","SF","SP,RP","6133","FA","23","@MIL Wed 7:40PM","0","0","0%","0%"
"*06kv3*","Frederi Montero","MIL","1B,3B","6301","FA","19","SF Wed 7:40PM","0","0","0%","0%"
"*05rgo*","Yeuni Munoz","(N/A)","OF","6472","FA","22","","0","0","0%","0%"
"*06ax1*","Douglas Orellana","NYM","RP","6749","FA","24","@SEA Wed 3:40PM","0","0","0%","0%"
"*064nz*","Jorel Ortega","MIN","2B","6760","FA","25","CHW Wed 1:40PM","0","0","0%","0%"
"*05ual*","Caedmon Parker","CHW","SP","6915","FA","23","@MIN Wed 1:40PM","0","0","0%","0%"
"*06r2p*","Myles Patton","BOS","SP","6945","FA","22","BAL Wed 6:45PM","0","0","0%","0%"
"*06rmc*","Gerlyn Payano","MIL","OF","6958","FA","18","SF Wed 7:40PM","0","0","0%","0%"
"*05lnl*","Kaden Polcovich","(N/A)","OF","7267","FA","27","","0","0","0%","0%"
"*05aom*","Roismar Quintana","(N/A)","OF","7372","FA","23","","0","0","0%","0%"
"*03d7a*","Sean Reid-Foley","(N/A)","RP","7510","FA","30","","0","0","0%","0%"
"*04qov*","Gabriel Rodriguez","(N/A)","SS","7749","FA","24","","0","0","0%","0%"
"*06oon*","Tony Santa Maria","TB","2B,OF","8117","FA","24","DET Wed 1:10PM","0","0","0%","0%"
"*04073*","Lolo Sanchez","(N/A)","OF","8728","FA","27","","0","0","0%","0%"
"*06y07*","John Taylor","TEX","2B,SS","8795","FA","25","@STL Wed 7:45PM","0","0","0%","0%"
"*06qpv*","Jay Thomason","MIN","3B","8858","FA","24","CHW Wed 1:40PM","0","0","0%","0%"
"*06qvm*","Brock Tibbitts","TOR","C","8883","FA","23","@ATL Wed 7:15PM","0","0","0%","0%"
"*06rid*","Enry Torres","CIN","C","8949","FA","18","KC Wed 7:10PM","0","0","0%","0%"
"*06f0s*","Austin Troesser","NYM","RP","9006","FA","24","@SEA Wed 3:40PM","0","0","0%","0%"
"*062hn*","Ronny Ugarte","COL","1B","9049","FA","21","@LAA Wed 9:38PM","0","0","0%","0%"
"*04ycm*","Felix Valerio","(N/A)","2B","9117","FA","25","","0","0","0%","0%"
"*06qku*","Jayden Voelker","TB","SP","9286","FA","23","DET Wed 1:10PM","0","0","0%","0%"
"*041qa*","Mitch White","(N/A)","SP","9455","FA","31","","0","0","0%","0%"
"*05yhw*","Jack Winkler","HOU","2B","9554","FA","27","PIT Wed 8:10PM","0","0","0%","0%"
