"ID","Player","Team","Position","RkOv","Status","Age","Opponent","FPts","FP/G","Ros","+/-"
"*064wj*","Kruz Schoolcraft","SD","SP","8211","FA","19","@PHI Wed 6:40PM","0","0","35%","0%"
"*067xj*","Cooper Pratt","MIL","SS","7309","FA","21","SF Wed 7:40PM","0","0","35%","0%"
"*06f1c*","Jack Wenninger","NYM","SP","9416","FA","24","@SEA Wed 3:40PM","0","0","34%","-1%"
"*05u1y*","Cam Collier","CIN","1B,3B","2602","FA","21","KC Wed 7:10PM","0","0","34%","0%"
"*05uy5*","AJ Smith-Shawver","ATL","SP","8473","FA","23","TOR Wed 7:15PM","0","0","34%","0%"
"*05gbg*","Zac Veen","COL","OF","9185","FA","24","@LAA Wed 9:38PM","0","0","33%","0%"
"*04px8*","Reese Olson","DET","SP","6737","FA","26","@TB Wed 1:10PM","0","0","33%","0%"
"*04tji*","Edwin Uceta","TB","RP","9046","FA","28","DET Wed 1:10PM","0","0","33%","-2%"
"*05r5e*","Angel Genao","CLE","3B,SS","3913","FA","22","@NYY Wed 7:05PM","0","0","33%","0%"
"*02w16*","Anthony Santander","TOR","OF,UT","8135","FA","31","@ATL Wed 7:15PM","0","0","33%","-1%"
"*06m0g*","Elian Pena","NYM","SS","7005","FA","18","@SEA Wed 3:40PM","0","0","33%","0%"
"*04ee7*","Clarke Schmidt","NYY","SP","8200","FA","30","CLE Wed 7:05PM","0","0","33%","0%"
"*06rw2*","Steele Hall","CIN","SS","4316","FA","18","KC Wed 7:10PM","0","0","32%","0%"
"*05ge1*","Ryan Clifford","NYM","1B,OF","2565","FA","22","@SEA Wed 3:40PM","0","0","32%","0%"
"*06c10*","Ike Irish","BAL","C,1B","4803","FA","22","@BOS Wed 6:45PM","0","0","32%","0%"
"*05u6g*","Jackson Ferris","LAD","SP","3553","FA","22","@ARI Wed 9:40PM","0","0","32%","0%"
"*062pp*","Xavier Isaac","TB","UT","4805","FA","22","DET Wed 1:10PM","0","0","32%","0%"
"*05xpj*","Tanner McDougal","CHW","SP","5953","FA","23","@MIN Wed 1:40PM","0","0","32%","0%"
"*05j8u*","Jhostynxon Garcia","PIT","OF","3849","FA","23","@HOU Wed 8:10PM","0","0","32%","-4%"
"*066sx*","Jonny Farmelo","SEA","OF","3482","FA","21","NYM Wed 3:40PM","0","0","31%","0%"
"*05mx9*","Felnin Celesten","SEA","SS","2410","FA","20","NYM Wed 3:40PM","0","0","31%","0%"
"*06f1j*","Caden Scarborough","TEX","SP","8184","FA","21","@STL Wed 7:45PM","0","0","31%","0%"
"*066eo*","Cole Carrigg","COL","OF","2291","FA","24","@LAA Wed 9:38PM","0","0","31%","0%"
"*05tdk*","Druw Jones","ARI","OF","4966","FA","22","LAD Wed 9:40PM","0","0","30%","0%"
"*05rc5*","Termarr Johnson","PIT","2B","4952","FA","21","@HOU Wed 8:10PM","0","0","29%","0%"
"*06mff*","Justin Gonzales","BOS","OF","4032","FA","19","BAL Wed 6:45PM","0","0","29%","0%"
"*05yix*","Jaison Chourio","CLE","OF","2511","FA","21","@NYY Wed 7:05PM","0","0","29%","0%"
"*05t64*","Felix Bautista","BAL","RP","1620","FA","30","@BOS Wed 6:45PM","0","0","28%","0%"
"*06pi0*","Eric Hartman","ATL","2B,OF","4389","FA","19","TOR Wed 7:15PM","0","0","28%","0%"
"*05yak*","Xavier Neyens","HOU","3B","6572","FA","19","PIT Wed 8:10PM","0","0","28%","0%"
"*067zb*","Jace LaViolette","CLE","OF","5226","FA","22","@NYY Wed 7:05PM","0","0","28%","0%"
"*062yr*","Noble Meyer","MIA","SP","6159","FA","21","@WSH Wed 1:05PM","0","0","28%","0%"
"*060yn*","Luis Lara","MIL","OF","5285","FA","21","SF Wed 7:40PM","0","0","28%","0%"
"*06bsb*","Eduardo Tait","MIN","C","8733","FA","19","CHW Wed 1:40PM","0","0","28%","0%"
"*0724c*","Francisco Renteria","PHI","OF","7528","FA","17","SD Wed 6:40PM","0","0","27%","0%"
"*05jpx*","Tink Hence","STL","SP","4443","FA","23","TEX Wed 7:45PM","0","0","27%","-1%"
"*06qr6*","Nate George","BAL","OF","3924","FA","19","@BOS Wed 6:45PM","0","0","27%","0%"
"*06ich*","Jhonny Level","SF","SS","5392","FA","19","@MIL Wed 7:40PM","0","0","27%","0%"
"*04nq4*","Blaze Jordan","STL","1B,3B","4982","FA","23","TEX Wed 7:45PM","0","0","27%","0%"
"*06qyu*","Gavin Fien","WSH","3B,SS","3560","FA","19","MIA Wed 1:05PM","0","0","27%","0%"
"*06alq*","Billy Carlson","CHW","SS","2255","FA","19","@MIN Wed 1:40PM","0","0","27%","0%"
"*06cq7*","Seaver King","WSH","SS","5117","FA","23","MIA Wed 1:05PM","0","0","26%","0%"
"*06481*","Jacob Reimer","NYM","3B","7514","FA","22","@SEA Wed 3:40PM","0","0","26%","0%"
"*06psn*","Kevin Alvarez","HOU","OF","1254","FA","18","PIT Wed 8:10PM","0","0","26%","0%"
"*061wh*","Jefferson Rojas","CHC","2B,SS","7831","FA","21","ATH Wed 8:05PM","0","0","26%","0%"
"*06lp4*","Kash Mayfield","SD","SP","5903","FA","21","@PHI Wed 6:40PM","0","0","26%","0%"
"*06n3o*","Johnny King","TOR","SP","5110","FA","19","@ATL Wed 7:15PM","0","0","25%","0%"
"*071wa*","Wandy Asigen","NYM","SS","1436","FA","16","@SEA Wed 3:40PM","0","0","25%","0%"
"*062pm*","Owen Murphy","ATL","SP","6483","FA","22","TOR Wed 7:15PM","0","0","25%","0%"
"*05acp*","Justin Martinez","ARI","RP","5815","FA","24","LAD Wed 9:40PM","0","0","25%","0%"
"*05y3q*","Blake Mitchell","KC","C","6241","FA","21","@CIN Wed 7:10PM","0","0","25%","0%"
"*066iq*","Ben Hess","NYY","SP","4588","FA","23","CLE Wed 7:05PM","0","0","25%","0%"
"*05nsq*","Deyvison De Los Santos","MIA","1B,3B","3017","FA","22","@WSH Wed 1:05PM","0","0","24%","0%"
"*04ya2*","Daniel Espino","CLE","SP","3413","FA","25","@NYY Wed 7:05PM","0","0","24%","0%"
"*06nub*","Khal Stephen","CLE","SP","8596","FA","23","@NYY Wed 7:05PM","0","0","24%","0%"
"*061gx*","Jacob Melton","TB","OF","6073","FA","25","DET Wed 1:10PM","0","0","24%","0%"
"*06op3*","Wei-En Lin","ATH","SP,RP","5422","FA","20","@CHC Wed 8:05PM","0","0","24%","0%"
"*06kkf*","Braylon Payne","MIL","OF","6962","FA","19","SF Wed 7:40PM","0","0","24%","0%"
"*06f0p*","Cooper Ingle","CLE","C","4795","FA","24","@NYY Wed 7:05PM","0","0","24%","0%"
"*067z9*","Kayson Cunningham","ARI","SS","2835","FA","20","LAD Wed 9:40PM","0","0","23%","0%"
"*05wrt*","Tre' Morgan","TB","1B","6395","FA","23","DET Wed 1:10PM","0","0","23%","0%"
"*041ai*","Gavin Lux","TB","OF,UT","5590","FA","28","DET Wed 1:10PM","0","0","23%","-1%"
"*05ubi*","Brock Wilken","MIL","3B","9486","FA","23","SF Wed 7:40PM","0","0","23%","0%"
"*06mnk*","Tyson Lewis","CIN","SS","5403","FA","20","KC Wed 7:10PM","0","0","23%","-1%"
"*06fwm*","Jonathon Long","CHC","1B","5491","FA","24","ATH Wed 8:05PM","0","0","22%","-1%"
"*05jre*","Enrique Bradfield Jr.","BAL","OF","1903","FA","24","@BOS Wed 6:45PM","0","0","22%","0%"
"*063e5*","Caden Dana","LAA","SP","2876","FA","22","COL Wed 9:38PM","0","0","22%","0%"
"*03yso*","A.J. Puk","ARI","RP","7341","FA","31","LAD Wed 9:40PM","0","0","22%","0%"
"*06yjx*","Tanner Franklin","STL","SP","3707","FA","22","TEX Wed 7:45PM","0","0","22%","0%"
"*06ifw*","Josiah Hartshorn","CHC","1B,OF","4391","FA","19","ATH Wed 8:05PM","0","0","22%","0%"
"*06htl*","Ty Johnson","TB","SP","4953","FA","24","DET Wed 1:10PM","0","0","22%","-1%"
"*05tp7*","Tommy White","ATH","3B","9460","FA","23","@CHC Wed 8:05PM","0","0","22%","0%"
"*06o8q*","Ronny Cruz","WSH","SS","2807","FA","19","MIA Wed 1:05PM","0","0","22%","-1%"
"*06hwt*","Michael Forret","TB","SP","3656","FA","22","DET Wed 1:10PM","0","0","22%","0%"
"*05y7v*","Carson Whisenhunt","SF","SP","9444","FA","25","@MIL Wed 7:40PM","0","0","21%","0%"
"*06r8u*","Shotaro Morii","ATH","SS","6398","FA","19","@CHC Wed 8:05PM","0","0","21%","0%"
"*06rgw*","Juan Sanchez","TOR","3B,SS","8078","FA","18","@ATL Wed 7:15PM","0","0","21%","0%"
"*05yb1*","Drew Thorpe","CHW","SP","8880","FA","25","@MIN Wed 1:40PM","0","0","21%","0%"
"*06agr*","Slade Caldwell","ARI","OF","2159","FA","19","LAD Wed 9:40PM","0","0","21%","0%"
"*06ybd*","Miguel Sime","WSH","SP","8392","FA","19","MIA Wed 1:05PM","0","0","21%","0%"
"*06ps4*","Cris Rodriguez","DET","OF","7732","FA","18","@TB Wed 1:10PM","0","0","21%","0%"
"*06cqi*","Josh Hammond","KC","3B,SS","4335","FA","19","@CIN Wed 7:10PM","0","0","21%","0%"
"*04tzu*","Ronny Henriquez","MIA","RP","4460","FA","25","@WSH Wed 1:05PM","0","0","21%","-1%"
"*05xse*","Hector Rodriguez","CIN","OF","7756","FA","22","KC Wed 7:10PM","0","0","21%","0%"
"*06ckl*","Luis De Leon","BAL","SP","3009","FA","23","@BOS Wed 6:45PM","0","0","21%","0%"
"*06hsz*","John Gil","ATL","SS","3949","FA","20","TOR Wed 7:15PM","0","0","21%","0%"
"*06hua*","Bo Davidson","SF","OF","2906","FA","23","@MIL Wed 7:40PM","0","0","20%","0%"
"*06kk6*","Braylon Doughty","CLE","SP","3229","FA","20","@NYY Wed 7:05PM","0","0","20%","0%"
"*05ucf*","James Triantos","CHC","2B,3B,OF","8999","FA","23","ATH Wed 8:05PM","0","0","20%","0%"
"*06rvt*","Charles Davalan","LAD","OF","2900","FA","22","@ARI Wed 9:40PM","0","0","20%","0%"
"*05mrx*","Gavin Stone","LAD","SP","8629","FA","27","@ARI Wed 9:40PM","0","0","20%","0%"
"*06c7b*","Wehiwa Aloy","BAL","SS","1229","FA","22","@BOS Wed 6:45PM","0","0","20%","0%"
"*06rre*","Joseph Dzierwa","BAL","SP","3314","FA","22","@BOS Wed 6:45PM","0","0","20%","0%"
"*06dmp*","Max Anderson","DET","2B","1291","FA","24","@TB Wed 1:10PM","0","0","20%","0%"
"*06mnh*","Dasan Hill","MIN","SP","4623","FA","20","CHW Wed 1:40PM","0","0","20%","0%"
"*071wb*","Johenssy Colome","ATH","SS","2616","FA","17","@CHC Wed 8:05PM","0","0","20%","0%"
"*064o4*","Demetrio Crisantes","ARI","2B","2761","FA","21","LAD Wed 9:40PM","0","0","20%","0%"
"*06kui*","Roldy Brito","COL","2B,OF","1979","FA","19","@LAA Wed 9:38PM","0","0","20%","0%"
"*0516h*","DJ Herz","WSH","SP","4587","FA","25","MIA Wed 1:05PM","0","0","19%","0%"
"*05gd5*","Luis Perales","WSH","SP,RP","7038","FA","23","MIA Wed 1:05PM","0","0","19%","0%"
"*062e5*","Vance Honeycutt","BAL","OF","4694","FA","23","@BOS Wed 6:45PM","0","0","19%","0%"
"*06rgh*","Kevin Defrank","MIA","SP","3073","FA","17","@WSH Wed 1:05PM","0","0","19%","0%"
"*06yjs*","Ethan Frey","HOU","OF","3727","FA","22","PIT Wed 8:10PM","0","0","19%","0%"
"*04ep8*","Kutter Crawford","BOS","SP","2750","FA","30","BAL Wed 6:45PM","0","0","19%","0%"
"*05uv5*","Abimelec Ortiz","WSH","1B,OF","6767","FA","24","MIA Wed 1:05PM","0","0","19%","0%"
"*06y9r*","Taitn Gray","TB","C","4155","FA","18","DET Wed 1:10PM","0","0","19%","0%"
"*06423*","Aroon Escobar","PHI","2B","3399","FA","21","SD Wed 6:40PM","0","0","19%","-1%"
"*06ps3*","Yorger Bautista","SEA","OF","1625","FA","18","NYM Wed 3:40PM","0","0","18%","0%"
"*05zq5*","Charlee Soto","MIN","SP","8524","FA","20","CHW Wed 1:40PM","0","0","18%","0%"
"*0514o*","Cody Bradford","TEX","SP,RP","1904","FA","28","@STL Wed 7:45PM","0","0","18%","0%"
"*06jfn*","Esteban Mejia","BAL","SP","6044","FA","19","@BOS Wed 6:45PM","0","0","18%","-1%"
"*06o01*","Nathan Flewelling","TB","C","3599","FA","19","DET Wed 1:10PM","0","0","18%","0%"
"*05r64*","Thayron Liranzo","DET","C","5448","FA","22","@TB Wed 1:10PM","0","0","18%","0%"
"*05jri*","Alejandro Rosario","WSH","SP","7899","FA","24","MIA Wed 1:05PM","0","0","18%","0%"
"*06rry*","Tate Southisene","ATL","SS","8537","FA","19","TOR Wed 7:15PM","0","0","18%","0%"
"*05yib*","Nelson Rada","LAA","OF","7382","FA","20","COL Wed 9:38PM","0","0","18%","0%"
"*05yav*","David Festa","MIN","SP","3554","FA","26","CHW Wed 1:40PM","0","0","17%","0%"
"*06rrl*","Riley Quick","MIN","SP","7360","FA","22","CHW Wed 1:40PM","0","0","17%","0%"
"*05yj5*","LuJames Groover","ARI","3B","4188","FA","24","LAD Wed 9:40PM","0","0","17%","0%"
"*06mmx*","Juneiker Caceres","CLE","OF","2136","FA","18","@NYY Wed 7:05PM","0","0","17%","0%"
"*06bfu*","Alex Clemmey","WSH","SP","2561","FA","20","MIA Wed 1:05PM","0","0","17%","0%"
"*067xg*","Nolan Perry","TOR","SP","7130","FA","22","@ATL Wed 7:15PM","0","0","17%","0%"
"*05w9g*","Randy Rodriguez","SF","RP","7796","FA","26","@MIL Wed 7:40PM","0","0","17%","0%"
"*05zya*","Thomas Harrington","PIT","SP","4367","FA","24","@HOU Wed 8:10PM","0","0","17%","0%"
"*062jb*","Blake Burke","MIL","1B","2069","FA","22","SF Wed 7:40PM","0","0","17%","0%"
"*0724b*","Angeibel Gomez","KC","OF","3998","FA","17","@CIN Wed 7:10PM","0","0","17%","0%"
"*05wy1*","Brayden Taylor","TB","2B,3B","8790","FA","24","DET Wed 1:10PM","0","0","17%","0%"
"*04ysv*","Adael Amador","COL","2B","1262","FA","23","@LAA Wed 9:38PM","0","0","17%","0%"
"*060ue*","Jonathan Santucci","NYM","SP","8156","FA","23","@SEA Wed 3:40PM","0","0","17%","0%"
"*06hth*","Josh Adamczewski","MIL","SS","1094","FA","21","SF Wed 7:40PM","0","0","17%","0%"
"*06625*","Joendry Vargas","LAD","SS","9152","FA","20","@ARI Wed 9:40PM","0","0","17%","0%"
"*06dq9*","Aidan Smith","TB","OF","8435","FA","21","DET Wed 1:10PM","0","0","17%","0%"
"*05rau*","Kahlil Watson","CLE","SS,OF","9374","FA","23","@NYY Wed 7:05PM","0","0","16%","0%"
"*05ucb*","T.J. Nichols","TB","SP","6578","FA","23","DET Wed 1:10PM","0","0","16%","0%"
"*0620x*","Santiago Suarez","TB","SP","8678","FA","21","DET Wed 1:10PM","0","0","16%","0%"
"*04ydi*","Ronel Blanco","HOU","SP","1797","FA","32","PIT Wed 8:10PM","0","0","16%","0%"
"*0596f*","Heston Kjerstad","BAL","OF","5137","FA","27","@BOS Wed 6:45PM","0","0","16%","-1%"
"*06gjw*","Bishop Letson","MIL","SP","5391","FA","21","SF Wed 7:40PM","0","0","16%","0%"
"*06650*","Hayden Birdsong","SF","SP,RP","1768","FA","24","@MIL Wed 7:40PM","0","0","16%","0%"
"*06kke*","David Shields","KC","SP","8335","FA","19","@CIN Wed 7:10PM","0","0","16%","0%"
"*06mio*","David Davalillo","TEX","SP","2901","FA","24","@STL Wed 7:45PM","0","0","16%","0%"
"*05yd3*","Gavin Kilen","SF","SS","5095","FA","22","@MIL Wed 7:40PM","0","0","16%","0%"
"*066mo*","Robert Calaz","COL","OF","2148","FA","20","@LAA Wed 9:38PM","0","0","16%","0%"
"*05yh3*","Chase Hampton","NYY","SP","4338","FA","24","CLE Wed 7:05PM","0","0","16%","0%"
"*06mvg*","Murf Gray","PIT","3B","4152","FA","22","@HOU Wed 8:10PM","0","0","16%","0%"
"*06c0z*","Devin Taylor","ATH","OF","8793","FA","22","@CHC Wed 8:05PM","0","0","16%","0%"
"*06f14*","Ethan Pecko","HOU","SP","6976","FA","23","PIT Wed 8:10PM","0","0","15%","-1%"
"*03djk*","Tanner Houck","BOS","SP","4721","FA","29","BAL Wed 6:45PM","0","0","15%","0%"
"*062cy*","Sean Gamble","KC","SS","3802","FA","19","@CIN Wed 7:10PM","0","0","15%","0%"
"*05gbe*","Robert Hassell","WSH","OF","4398","FA","24","MIA Wed 1:05PM","0","0","15%","0%"
"*06mps*","Marek Houston","MIN","SS","4724","FA","22","CHW Wed 1:40PM","0","0","15%","0%"
"*06ahe*","Kemp Alderman","MIA","OF","1170","FA","23","@WSH Wed 1:05PM","0","0","15%","0%"
"*06f1q*","Christian Oppor","CHW","SP","6745","FA","21","@MIN Wed 1:40PM","0","0","15%","-1%"
"*06yxh*","Cooper Flemming","TB","SS","3595","FA","19","DET Wed 1:10PM","0","0","15%","0%"
"*066fg*","Gage Stanifer","TOR","SP,RP","8573","FA","22","@ATL Wed 7:15PM","0","0","14%","0%"
"*04eld*","J.P. Sears","SD","SP","8247","FA","30","@PHI Wed 6:40PM","0","0","14%","0%"
"*06qhh*","Dorian Soto","BOS","SS","8525","FA","18","BAL Wed 6:45PM","0","0","14%","0%"
"*06kxc*","Zach Root","LAD","SP","7885","FA","22","@ARI Wed 9:40PM","0","0","14%","0%"
"*06se8*","Daniel Pierce","TB","SS","7182","FA","19","DET Wed 1:10PM","0","0","14%","0%"
"*06207*","Christian Zazueta","LAD","SP","9690","FA","21","@ARI Wed 9:40PM","0","0","14%","0%"
"*06oo7*","Sean Keys","TOR","1B,3B","5089","FA","23","@ATL Wed 7:15PM","0","0","14%","0%"
"*06kjz*","Chase Harlan","LAD","3B","4358","FA","19","@ARI Wed 9:40PM","0","0","14%","0%"
"*06c7i*","Tai Peete","STL","OF","6980","FA","20","TEX Wed 7:45PM","0","0","14%","0%"
"*01spl*","Jurickson Profar","ATL","OF","7328","FA","33","TOR Wed 7:15PM","0","0","14%","0%"
"*04pn3*","Josiah Gray","WSH","SP","4151","FA","28","MIA Wed 1:05PM","0","0","14%","0%"
"*06r9r*","Darell Morel","PIT","SS","6377","FA","18","@HOU Wed 8:10PM","0","0","14%","-1%"
"*05gwz*","Bobby Miller","LAD","SP","6196","FA","27","@ARI Wed 9:40PM","0","0","14%","0%"
"*066j0*","JD Dix","ARI","2B","3191","FA","20","LAD Wed 9:40PM","0","0","13%","0%"
"*066mx*","Starlyn Caba","MIA","SS","2103","FA","20","@WSH Wed 1:05PM","0","0","13%","0%"
"*04q0o*","Romy Gonzalez","BOS","1B,2B","4093","FA","29","BAL Wed 6:45PM","0","0","13%","0%"
"*06582*","Luke Adams","MIL","1B,3B","1103","FA","22","SF Wed 7:40PM","0","0","13%","0%"
"*06mlb*","Juan Valera","BOS","SP","9115","FA","20","BAL Wed 6:45PM","0","0","13%","0%"
"*06r9b*","Johan De Los Santos","PIT","2B,SS","3022","FA","17","@HOU Wed 8:10PM","0","0","13%","0%"
"*06me7*","Anderson Brito","TB","SP","1967","FA","21","DET Wed 1:10PM","0","0","13%","0%"
"*06l3m*","Bryce Cunningham","NYY","SP","2832","FA","23","CLE Wed 7:05PM","0","0","13%","0%"
"*06dmr*","Matt Wilkinson","SF","SP","9490","FA","23","@MIL Wed 7:40PM","0","0","13%","0%"
"*05tdl*","Dylan Lesko","TB","RP","5387","FA","22","DET Wed 1:10PM","0","0","13%","0%"
"*05rhb*","Hendry Mendez","MIN","OF","6085","FA","22","CHW Wed 1:40PM","0","0","13%","0%"
"*06ien*","Dante Nori","PHI","OF","6618","FA","21","SD Wed 6:40PM","0","0","13%","0%"
"*05xor*","Christian Encarnacion-Strand","BAL","1B","3383","FA","26","@BOS Wed 6:45PM","0","0","13%","0%"
"*06c5r*","Caden Bodine","TB","C","1815","FA","22","DET Wed 1:10PM","0","0","13%","0%"
"*06kxe*","Kellon Lindsey","LAD","SS","5434","FA","20","@ARI Wed 9:40PM","0","0","13%","0%"
"*06mpr*","Brendan Summerhill","TB","OF","8698","FA","22","DET Wed 1:10PM","0","0","13%","0%"
"*06qif*","Brandon Clarke","STL","SP","2547","FA","23","TEX Wed 7:45PM","0","0","13%","0%"
"*06gjv*","Nestor German","BAL","SP","3935","FA","24","@BOS Wed 6:45PM","0","0","13%","0%"
"*05ybz*","Brody Brecht","COL","SP","1937","FA","23","@LAA Wed 9:38PM","0","0","12%","0%"
"*05xq2*","Mitch Bratt","ARI","SP","1922","FA","22","LAD Wed 9:40PM","0","0","12%","0%"
"*06roe*","Patrick Forbes","ARI","SP","3646","FA","21","LAD Wed 9:40PM","0","0","12%","0%"
"*06hv8*","Logan Evans","SEA","SP,RP","3449","FA","24","NYM Wed 3:40PM","0","0","12%","0%"
"*05rav*","Richard Fitts","STL","SP","3584","FA","26","TEX Wed 7:45PM","0","0","12%","0%"
"*06dqi*","Jake Bloss","TOR","SP","1809","FA","24","@ATL Wed 7:15PM","0","0","12%","0%"
"*06cmi*","AJ Russell","TEX","SP","7976","FA","21","@STL Wed 7:45PM","0","0","12%","0%"
"*066mz*","Brailer Guerrero","TB","OF","4217","FA","19","DET Wed 1:10PM","0","0","12%","0%"
"*06psm*","Andrew Salas","MIA","OF","8005","FA","18","@WSH Wed 1:05PM","0","0","12%","0%"
"*05rcw*","Leo Bernal","STL","C","1720","FA","22","TEX Wed 7:45PM","0","0","12%","0%"
"*05gx5*","Jose Corniell","TEX","SP,RP","2690","FA","22","@STL Wed 7:45PM","0","0","12%","0%"
"*05jqh*","Tekoah Roby","STL","SP","7698","FA","24","TEX Wed 7:45PM","0","0","12%","0%"
"*04ywk*","Tylor Megill","NYM","SP","6039","FA","30","@SEA Wed 3:40PM","0","0","12%","0%"
"*066mn*","Yoeilin Cespedes","BOS","2B","2439","FA","20","BAL Wed 6:45PM","0","0","12%","0%"
"*06qwv*","Kane Kepley","CHC","OF","5079","FA","22","ATH Wed 8:05PM","0","0","12%","0%"
"*06qz8*","Slater de Brun","TB","OF","9720","FA","18","DET Wed 1:10PM","0","0","12%","0%"
"*06qhe*","Diego Tornes","ATL","OF","8935","FA","17","TOR Wed 7:15PM","0","0","12%","0%"
"*06ek4*","Jonah Cox","SF","OF","2740","FA","24","@MIL Wed 7:40PM","0","0","12%","0%"
"*06oh1*","Ching-Hsien Ko","LAD","OF","5166","FA","19","@ARI Wed 9:40PM","0","0","12%","0%"
"*06ybe*","JT Quinn","BAL","SP,RP","7364","FA","22","@BOS Wed 6:45PM","0","0","12%","0%"
"*06pp5*","Landon Harmon","WSH","SP","4361","FA","19","MIA Wed 1:05PM","0","0","12%","0%"
"*061lj*","Winston Santos","TEX","SP","8154","FA","24","@STL Wed 7:45PM","0","0","12%","0%"
"*06cql*","Kendall George","LAD","OF","3922","FA","21","@ARI Wed 9:40PM","0","0","12%","0%"
"*02z0e*","Yimi Garcia","TOR","RP","3877","FA","35","@ATL Wed 7:15PM","0","0","12%","0%"
"*05yef*","Cooper Hjerpe","STL","SP","4646","FA","25","TEX Wed 7:45PM","0","0","11%","0%"
"*04ooy*","Marco Luciano","NYY","OF","5557","FA","24","CLE Wed 7:05PM","0","0","11%","0%"
"*06mpb*","Jared Thomas","COL","OF","8851","FA","22","@LAA Wed 9:38PM","0","0","11%","0%"
"*06pg4*","Deniel Ortiz","STL","1B,3B","6775","FA","21","TEX Wed 7:45PM","0","0","11%","0%"
"*05oek*","Elijah Green","WSH","OF","4158","FA","22","MIA Wed 1:05PM","0","0","11%","0%"
"*06hf0*","Joey Oakie","CLE","SP","6682","FA","20","@NYY Wed 7:05PM","0","0","11%","0%"
"*06mnj*","Griffin Burkholder","PHI","OF","2073","FA","20","SD Wed 6:40PM","0","0","11%","0%"
"*05u6h*","Brock Porter","TEX","RP","7285","FA","23","@STL Wed 7:45PM","0","0","11%","0%"
"*06fzq*","Craig Yoho","MIL","SP,RP","9635","FA","26","SF Wed 7:40PM","0","0","11%","0%"
"*06mne*","Luke Dickerson","WSH","2B,SS","3167","FA","20","MIA Wed 1:05PM","0","0","11%","0%"
"*06ho7*","Paulino Santana","TEX","OF","8127","FA","19","@STL Wed 7:45PM","0","0","11%","0%"
"*060vu*","Moises Chace","PHI","SP","2442","FA","22","SD Wed 6:40PM","0","0","11%","0%"
"*06cmf*","Mitch Voit","NYM","2B","9291","FA","21","@SEA Wed 3:40PM","0","0","11%","0%"
"*067yf*","Dakota Jordan","SF","OF","4983","FA","23","@MIL Wed 7:40PM","0","0","11%","0%"
"*0630n*","Aron Estrada","BAL","2B,OF","3437","FA","21","@BOS Wed 6:45PM","0","0","11%","0%"
"*05yat*","Quentin Young","MIN","SS","9651","FA","19","CHW Wed 1:40PM","0","0","11%","0%"
"*06mnl*","Wyatt Sanford","PIT","2B,SS","8112","FA","20","@HOU Wed 8:10PM","0","0","11%","0%"
"*05yed*","Eric Bitonti","MIL","1B","1774","FA","20","SF Wed 7:40PM","0","0","10%","0%"
"*05yff*","Ethan Petry","WSH","OF","7152","FA","21","MIA Wed 1:05PM","0","0","10%","0%"
"*06mcc*","Yhoiker Fajardo","STL","SP","3468","FA","19","TEX Wed 7:45PM","0","0","10%","0%"
"*061xq*","Miguel Ullola","HOU","SP","9056","FA","23","PIT Wed 8:10PM","0","0","10%","0%"
"*06utf*","Marcus Phillips","BOS","SP","7168","FA","21","BAL Wed 6:45PM","0","0","10%","0%"
"*05uvx*","Cameron Cauley","TEX","2B,SS,OF","2387","FA","23","@STL Wed 7:45PM","0","0","10%","0%"
"*0514f*","Hayden Wesneski","HOU","SP,RP","9423","FA","28","PIT Wed 8:10PM","0","0","10%","0%"
"*03dbo*","Jordan Montgomery","TEX","SP","6321","FA","33","@STL Wed 7:45PM","0","0","10%","0%"
"*06v5z*","Ryan Wideman","SD","OF","9474","FA","22","@PHI Wed 6:40PM","0","0","10%","0%"
"*06ibn*","Robert Arias","CLE","OF","1385","FA","19","@NYY Wed 7:05PM","0","0","10%","0%"
"*06k81*","Yairo Padilla","STL","SS","6854","FA","18","TEX Wed 7:45PM","0","0","10%","0%"
"*05xu8*","Tyler Locklear","ARI","1B","5470","FA","25","LAD Wed 9:40PM","0","0","10%","0%"
"*064o6*","Gary Gill Hill","TB","SP","3957","FA","21","DET Wed 1:10PM","0","0","10%","0%"
"*05gec*","Roderick Arias","NYY","SS","1386","FA","21","CLE Wed 7:05PM","0","0","10%","0%"
"*06kza*","Justin Lamkin","KC","SP","5245","FA","22","@CIN Wed 7:10PM","0","0","10%","0%"
"*06jfc*","Hayden Alvarez","LAA","OF","1251","FA","19","COL Wed 9:38PM","0","0","10%","0%"
"*06icj*","Yolfran Castillo","TEX","3B,SS","2365","FA","19","@STL Wed 7:45PM","0","0","10%","0%"
"*05m1c*","Miguel Bleis","BOS","OF","1804","FA","22","BAL Wed 6:45PM","0","0","10%","0%"
"*05y7y*","Mikey Romero","BOS","2B,3B,SS","7869","FA","22","BAL Wed 6:45PM","0","0","10%","0%"
"*05tcb*","Frank Mozzicato","KC","SP","6448","FA","22","@CIN Wed 7:10PM","0","0","10%","0%"
"*066a6*","Braden Nett","ATH","SP","6558","FA","23","@CHC Wed 8:05PM","0","0","10%","0%"
"*05tcd*","Gavin Cross","KC","OF","2774","FA","25","@CIN Wed 7:10PM","0","0","10%","0%"
"*066mk*","Welbyn Francisca","CLE","SS","3685","FA","20","@NYY Wed 7:05PM","0","0","9%","0%"
